quest,questType,entity,entityType,role,score,reviewNeeded,reasons,sourceUrl,evidence
Prying Times,quest,Drink troll,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Prying_Times,* Drink troll (level 14) - can be skipped / Category:Prying Times
Prying Times,quest,Thurgo,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Prying_Times,Thurgo / Category:Prying Times
Rag and Bone Man I,quest,Bones (NPC),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_I,Category:Rag and Bone Man I
Rag and Bone Man I,quest,Fortunato,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_I,Category:Rag and Bone Man I
Rag and Bone Man I,quest,Odd Old Man,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_I,"Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / Talk to the Odd Old Man, and give him the polished bones to complete the quest. / Category:Rag and Bone Man I"
Rag and Bone Man I,quest,Odd Old Man,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_I,"Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / Talk to the Odd Old Man, and give him the polished bones to complete the quest. / Category:Rag and Bone Man I"
Rag and Bone Man I,quest,Odd Old Man,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_I,"Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / Talk to the Odd Old Man, and give him the polished bones to complete the quest. / Category:Rag and Bone Man I"
Rag and Bone Man II,quest,Basilisk,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,":Travel method: Teleport to Rellekka (enchanted lyre, fairy ring code ), or to Camelot and walk north. Walk to the rare tree icon and kill some of the bunnies hopping about in the forest by the swaying tree. Then, head into the Fremennik Sl"
Rag and Bone Man II,quest,Bones (NPC),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,Category:Rag and Bone Man II
Rag and Bone Man II,quest,Experiment,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,":Travel method: If you're using the ectophial, travel to Port Phasmatys and travel west. If not, start in reverse order from fairy ring or walking east from the Odd Old Man's location. Another way to reach Morytania is using Kharyrll Telepo"
Rag and Bone Man II,quest,Fortunato,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,Category:Rag and Bone Man II
Rag and Bone Man II,quest,Ghoul,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,":Travel method: If you're using the ectophial, travel to Port Phasmatys and travel west. If not, start in reverse order from fairy ring or walking east from the Odd Old Man's location. Another way to reach Morytania is using Kharyrll Telepo"
Rag and Bone Man II,quest,Ice giant,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,":Travel method: Minigame teleport to Port Sarim Rat Pits if you have completed Ratcatchers; otherwise, use an amulet of glory to travel to Draynor and walk to Port Sarim (or use the fairy ring (code: ), which places you right on Mudskipper "
Rag and Bone Man II,quest,Odd Old Man,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,"Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / |start = Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / :Once you have collected the bones, go to Draynor Village and talk to (or simply trade with) Fortunato (found in the market square) there. He will be able to sell you some jugs of vinegar for 1 coin each. Buy 27 of them. Do not steal from t"
Rag and Bone Man II,quest,Odd Old Man,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,"Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / |start = Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / :Once you have collected the bones, go to Draynor Village and talk to (or simply trade with) Fortunato (found in the market square) there. He will be able to sell you some jugs of vinegar for 1 coin each. Buy 27 of them. Do not steal from t"
Rag and Bone Man II,quest,Odd Old Man,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,"Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / |start = Speak to the Odd Old Man, located at the end of the northern path in central Silvarea. / :Once you have collected the bones, go to Draynor Village and talk to (or simply trade with) Fortunato (found in the market square) there. He will be able to sell you some jugs of vinegar for 1 coin each. Buy 27 of them. Do not steal from t"
Rag and Bone Man II,quest,Seagull,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,":Travel method: Minigame teleport to Port Sarim Rat Pits if you have completed Ratcatchers; otherwise, use an amulet of glory to travel to Draynor and walk to Port Sarim (or use the fairy ring (code: ), which places you right on Mudskipper "
Rag and Bone Man II,quest,Vulture,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,":Travel method: Use the fairy ring (code: ) to get to the Nardah hunting area. Alternatively, use a ring of dueling or Lumbridge teleport and travel south through the Kharidian Desert, either walking or using magic carpets to the necessary "
Rag and Bone Man II,quest,Zogre,monster,helper,0.86,True,walkthrough interaction match,https://oldschool.runescape.wiki/w/Rag_and_Bone_Man_II,":Travel method: Travel to Feldip Hills using fairy ring (code: ), a ring of dueling (Castle Wars minigame teleport) and walking south-east, or gnome glider. There, you will find a plethora of ogres and wolves. If walking from Castle Wars, k"
Ratcatchers,quest,Ali Morrisane,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Ali the Snake Charmer,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Ratcatchers,"Go to Pollnivneach in the Kharidian Desert. You will find Ali the Snake Charmer there south of the bar (After completion of The Feud, his name changes from Ali to Badir). Use a coin on his money pot to get his attention. Ask him about charm / Category:Ratcatchers"
Ratcatchers,quest,Ali the Snake Charmer,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Ratcatchers,"Go to Pollnivneach in the Kharidian Desert. You will find Ali the Snake Charmer there south of the bar (After completion of The Feud, his name changes from Ali to Badir). Use a coin on his money pot to get his attention. Ask him about charm / Category:Ratcatchers"
Ratcatchers,quest,Apothecary,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Bellemorde,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Bones (kitten),npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Ceril Carnillean,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Councillor Halgrive,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Felkrash,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Ratcatchers,"You can find The Face in Port Sarim next to the fishing shop (look for the minigame icon). She will tell you to talk to Felkrash down in the rat pits. Go down the manhole and find Felkrash, who will tell you to get rid of all of Port Sarim' / Category:Ratcatchers"
Ratcatchers,quest,Felkrash,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Ratcatchers,"You can find The Face in Port Sarim next to the fishing shop (look for the minigame icon). She will tell you to talk to Felkrash down in the rat pits. Go down the manhole and find Felkrash, who will tell you to get rid of all of Port Sarim' / Category:Ratcatchers"
Ratcatchers,quest,Fur trader (East Ardougne),npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Gamer,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Gem merchant,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Ratcatchers,Category:Ratcatchers
Ratcatchers,quest,Gertrude,npc,start,1.0,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Ratcatchers,Talk to Gertrude west of Varrock. / Category:Ratcatchers
Ratcatchers,quest,Gertrude,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Ratcatchers,Talk to Gertrude west of Varrock. / Category:Ratcatchers
